	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000026062	109.518079544421	-0.363695220958153	0.103753244886905	-3.50538647108913	0.000455944908658351	0.00746665585381906
ENSMUSG00000024376	40.6297972966719	0.548392695622905	0.156518166580266	3.50369997045472	0.000458842006297987	0.00750360482087029
ENSMUSG00000008435	17.9185710810964	0.733798641449205	0.209468240437471	3.50314988046244	0.000459790668564275	0.00750863171299735
ENSMUSG00000033557	234.128137954978	0.304985552704156	0.0871060476984211	3.50131317816276	0.000462971442052854	0.00755004542478673
ENSMUSG00000032854	970.21521306374	-0.536238552669837	0.153205204192143	-3.50013275004229	0.000465026514560246	0.007562493693036
ENSMUSG00000039601	4081.61654552612	-0.318427241037447	0.0909738936408943	-3.50020460039218	0.000464901183460488	0.007562493693036
ENSMUSG00000073680	819.613798467837	-0.410540098426807	0.117411122376609	-3.49660313364482	0.000471222303312034	0.0076526240630799
ENSMUSG00000039474	2925.0550962946	0.462667808271969	0.132350930971576	3.495765423602	0.000472704060614782	0.00766605518800343
ENSMUSG00000002847	13.1101381905603	-0.852071689002043	0.243853297588033	-3.4941979355208	0.000475488345297674	0.00768990750703102
ENSMUSG00000031990	400.739469923432	-0.291735058100036	0.0834827243311663	-3.49455603464445	0.000474850919063596	0.00768990750703102
ENSMUSG00000003072	16.9073102504856	0.925144989157517	0.264806596223181	3.49366293118241	0.000476442154810529	0.00769470509058825
ENSMUSG00000027315	7.77706346321851	-1.29397830971564	0.370587611098271	-3.49169338359914	0.000479968878279174	0.00773033782086775
ENSMUSG00000051486	46.6985393420117	0.54830397739713	0.157018653708097	3.49196712905491	0.000479477249767923	0.00773033782086775
ENSMUSG00000044339	12.2617189625703	0.964000800132973	0.276211346568364	3.49008399585923	0.000482868751538762	0.00776636018099912
ENSMUSG00000035868	65.6629946539432	0.59658161210536	0.171022483395851	3.48832270622865	0.000486061051486028	0.0078069805923867
ENSMUSG00000007682	1214.60591967721	-0.497544757583988	0.142836422181913	-3.48331854007326	0.000495238724144092	0.00792039422034556
ENSMUSG00000031594	0.863450234457631	-3.43596443096449	0.986357397091593	-3.48348827828117	0.000494924793657593	0.00792039422034556
ENSMUSG00000045087	184.936297570005	-0.486925199598042	0.139800506763663	-3.4830002470678	0.000495827907038457	0.00792039422034556
ENSMUSG00000067594	73.9432002818746	0.607175426103701	0.174309975127313	3.4833085465145	0.000495257212998151	0.00792039422034556
ENSMUSG00000021607	167.639582824327	0.358108023394195	0.102842276824251	3.48210905526891	0.000497481044928201	0.00792588419781653
ENSMUSG00000056656	61.120465408672	0.546590553233965	0.156972194680003	3.48208518297284	0.000497525398018204	0.00792588419781653
ENSMUSG00000010936	310.721859813977	0.268961433998275	0.0773221079806502	3.47845449409607	0.000504314056562896	0.00802311588083553
ENSMUSG00000079327	0.836003968388037	-3.36867602248228	0.96859917318251	-3.47788447042948	0.000505387697056643	0.00802928703505595
ENSMUSG00000026579	33.4215020113413	-2.05628841922564	0.591705507426128	-3.47518891309688	0.000510493708620456	0.00809477060408065
ENSMUSG00000050103	5.73863710147831	-1.16941592584482	0.336594771345774	-3.47425457968126	0.000512274747427087	0.00809477060408065
ENSMUSG00000061086	6.54172162399813	-1.21984176513184	0.351053474195642	-3.47480328439087	0.000511228098498678	0.00809477060408065
ENSMUSG00000070304	4867.44065128917	-0.176324243745406	0.0507496722947363	-3.47439176988919	0.000512012871320678	0.00809477060408065
ENSMUSG00000024598	51.9390763681467	0.462400232854984	0.133142586619921	3.47297017876772	0.000514732544871099	0.00812264604837696
ENSMUSG00000027199	128.081009744077	-0.398876180970423	0.114879909327091	-3.47211434363799	0.000516376346883662	0.00813761863480592
ENSMUSG00000035390	191.182356245649	0.437497527826093	0.126079464581522	3.4700141635136	0.000520430920553575	0.00819049146338953
ENSMUSG00000048544	6.14683680777009	-1.47305007753585	0.425166160375656	-3.46464562521706	0.000530930598008606	0.00834451862024533
ENSMUSG00000006392	22.7264092599412	-0.581675940275715	0.168115418323635	-3.45997973342304	0.000540216044969173	0.00846772378921559
ENSMUSG00000078815	4.44513840791389	1.60385590661459	0.463532018930175	3.4600757684793	0.00054002341305142	0.00846772378921559
ENSMUSG00000048163	162.681473522885	-0.420371533308199	0.121568108357837	-3.45790963589589	0.000544383945499276	0.00852164654792917
ENSMUSG00000027562	2342.37649349717	0.423729559363759	0.122590810038427	3.45645451915145	0.000547331562560673	0.00855634881979028
ENSMUSG00000022514	184.331446350782	-0.316299999201025	0.0915747194858984	-3.45401002565705	0.000552316842526208	0.00862277054551917
ENSMUSG00000052026	767.707598723482	0.564220689104263	0.163482942651918	3.45125112107618	0.000557994122054357	0.00869980449418704
ENSMUSG00000079227	47.3393668101388	-0.571974758399754	0.165756053647324	-3.45070207581518	0.000559130413593106	0.00870592820845969
ENSMUSG00000023022	132.867478685733	-0.374981883914136	0.108705863862995	-3.4495092591025	0.000561606470926182	0.00873286874910313
ENSMUSG00000006724	9.68545251254046	-0.919813610623521	0.267067425874845	-3.44412504673847	0.00057291066553587	0.00889683154212136
ENSMUSG00000042826	394.346069391678	-0.332504503290168	0.0965855338848104	-3.44259114089195	0.00057616967998308	0.00893559044095614
ENSMUSG00000004562	274.769330371719	0.447241067912014	0.129938760941013	3.44193729933322	0.000577564105364227	0.00894536786998641
ENSMUSG00000032113	18.0607923717004	-0.704578435596173	0.20485524097246	-3.43939667958456	0.00058301227781262	0.00899470712848653
ENSMUSG00000036492	55.1933829938618	0.786274178473722	0.228609465870224	3.43937717312226	0.00058305429246915	0.00899470712848653
ENSMUSG00000037001	40.5649240926475	0.506915358479748	0.147356755376675	3.44005510425339	0.000581595759662219	0.00899470712848653
ENSMUSG00000040714	6.65775892866228	1.23940568344626	0.360402194252493	3.438951546943	0.000583971743960406	0.00899700677635842
ENSMUSG00000021057	131.449629742577	-0.539197090465427	0.156822994886443	-3.43825273108619	0.000585480980321648	0.00900840578000812
ENSMUSG00000019478	210.705004993692	0.289484921940498	0.0842661324802639	3.43536499682478	0.000591756223898567	0.00909301000738625
ENSMUSG00000042406	1061.44715009628	-0.33139893801205	0.0965071293971127	-3.43393218803962	0.000594893001641013	0.00912922956253554
ENSMUSG00000028583	36.2928161512217	0.601747789954515	0.175279977089541	3.43306634303765	0.00059679604865295	0.00914644624826883
ENSMUSG00000040680	14.2215923545802	-0.772989416999048	0.225242266587531	-3.43181334795642	0.000599560050945865	0.00917679560330083
ENSMUSG00000030513	214.096303730222	-0.398336662022504	0.116128528612144	-3.43013613263718	0.000603278498379784	0.00922165527092544
ENSMUSG00000001285	218.254565777319	-0.264100595548026	0.0770376760803799	-3.42820044665506	0.000607596660182563	0.00927555318654189
ENSMUSG00000042115	212.299634232623	0.503607438921779	0.146946116107536	3.42715719381952	0.000609935878742652	0.0092991395887991
ENSMUSG00000034525	2210.54666321643	0.16895593287865	0.0494199254224581	3.41878162369446	0.000629021869802247	0.00957765549221653
ENSMUSG00000028354	1065.44079796363	-0.214575035036796	0.0628669350166654	-3.41316202197409	0.000642137530779504	0.0097646601920743
ENSMUSG00000020361	458.398894610463	-0.484592932803907	0.142014454095066	-3.41227895351775	0.00064422151417063	0.00978364424049793
ENSMUSG00000034459	23.7504999593599	-0.594058188457214	0.174143525779099	-3.41131366095559	0.000646506736383262	0.00980563131646582
ENSMUSG00000006221	5.06678094671999	1.65060550908188	0.484089382150595	3.40971227616885	0.000650314471118407	0.00985062372875218
ENSMUSG00000024462	5268.73119993243	-0.15004791449833	0.0440254473394065	-3.40820874212955	0.000653908512899435	0.00987693070721089
ENSMUSG00000059481	1.30912013445577	3.00510438959214	0.881798103117071	3.40792793607673	0.000654581794243373	0.00987693070721089
ENSMUSG00000079662	172.195291081775	0.502183014328534	0.147337450008909	3.40838676316285	0.000653482010128885	0.00987693070721089
ENSMUSG00000037151	374.257171173497	-0.206865004724551	0.0607212618204924	-3.40679687019841	0.000657300254565623	0.00990518491725724
ENSMUSG00000036634	2406.64602368185	-0.540825489117468	0.158869780521903	-3.40420618282975	0.000663566452622381	0.00998676040328466
ENSMUSG00000022756	785.444452220463	0.27086322776301	0.0795784572419448	3.40372554521253	0.000664735080771984	0.00999150585463307
ENSMUSG00000030101	254.494861623749	-0.256651697056634	0.0755050586919861	-3.3991324753963	0.000675999648126198	0.0101477947178329
ENSMUSG00000056391	17.0857425868018	0.818689787493516	0.24135430281956	3.39206626080158	0.000693676627946617	0.0103998202773712
ENSMUSG00000020160	9.00548457716615	-1.02516938899236	0.302586632643411	-3.38801942450805	0.000703992784485237	0.0105409865902016
ENSMUSG00000071068	3.11324288685785	-1.61977702873924	0.478629650114693	-3.3841970056621	0.000713867616540346	0.0106751927484941
ENSMUSG00000022362	99.5775904306194	0.405198530153997	0.119923967418961	3.37879523897347	0.000728042117800404	0.010873271884343
ENSMUSG00000009575	85.5241769658502	-0.401756027958126	0.118973968224792	-3.37683977388263	0.000733237489101515	0.0109171658860057
ENSMUSG00000022070	49.2584058594602	-0.446934080490053	0.132347300607318	-3.37697919367567	0.000732865934964289	0.0109171658860057
ENSMUSG00000025421	39.846189188045	-0.713877924067327	0.211416841262968	-3.37663697841073	0.00073377825196742	0.0109171658860057
ENSMUSG00000073617	35.5600643763915	0.523742847511432	0.155148159536692	3.37575933272716	0.000736122805402531	0.0109381496554038
ENSMUSG00000038811	9.47487558940054	-0.939747378299273	0.278489984559416	-3.37443868865158	0.000739663905954259	0.0109768373571843
ENSMUSG00000031070	9.46819868403306	1.25618038493934	0.372400105493215	3.37320093740476	0.000742997099097146	0.0110123456118082
ENSMUSG00000031245	39.9801493152496	-0.655791137246172	0.194658256483821	-3.36893563669968	0.000754590473565507	0.0111700377433357
ENSMUSG00000037474	27.2892452340772	0.759700907441244	0.225575395169348	3.3678358708888	0.000757606832377285	0.0112005282832142
ENSMUSG00000024661	6001.31990246224	-0.368061482986856	0.10930301306353	-3.36734983483876	0.000758943461328217	0.0112061399605197
ENSMUSG00000005677	5.53780649751905	-1.20615687674653	0.358540078365089	-3.36407824265141	0.000767997671038266	0.0113173556372991
ENSMUSG00000051803	1.75849208103513	2.75337529005783	0.818499441380275	3.36393056715431	0.000768408722491483	0.0113173556372991
ENSMUSG00000037855	657.145960797002	-0.279434123677825	0.0830853586807439	-3.36321739611852	0.000770396694791393	0.0113323805267744
ENSMUSG00000037206	106.644096039975	0.620620400413041	0.184769833714374	3.35888379578468	0.000782579677421433	0.0114971461015402
ENSMUSG00000057003	4.04866236119198	1.72473987783922	0.513804047146334	3.35680477298383	0.000788487661287513	0.0115694260977638
ENSMUSG00000064325	23.6887141525599	-0.630430472453537	0.187992852466149	-3.35348107219692	0.000798018716996762	0.0116946197212955
ENSMUSG00000031736	2.27094245461257	-2.34088907672708	0.69816068403137	-3.35293741149982	0.000799587857465652	0.0117017221109511
ENSMUSG00000062661	500.499318840026	0.275057700510569	0.0820425846754762	3.35262110035385	0.000800502127497806	0.0117017221109511
ENSMUSG00000063801	1149.66554370897	0.181787191273239	0.0542327786356688	3.35198003580952	0.000802358045434637	0.0117142273740576
ENSMUSG00000023935	12.3111030130184	0.826111548070288	0.246568557950752	3.35043346538649	0.000806851902881338	0.0117651667880916
ENSMUSG00000022595	1.3310864270111	3.07459454976482	0.918478609326667	3.34748628715348	0.000815480221690826	0.0118761914375347
ENSMUSG00000063687	43.655944167848	0.441011273471927	0.131899100791941	3.34355026549866	0.000827137080176245	0.0120309913935201
ENSMUSG00000022434	256.584066749321	0.338517880722155	0.101257735152973	3.3431310725126	0.000828387621740021	0.0120320906285324
ENSMUSG00000031491	4.00845859871354	1.45682503481437	0.435939373526402	3.34180650632636	0.000832350619959967	0.0120320906285324
ENSMUSG00000032942	11.3390099398316	-0.814589139766985	0.243737393697958	-3.34207700922754	0.000831539870219873	0.0120320906285324
ENSMUSG00000035048	64.6283314117131	0.430328022513729	0.128745194015191	3.34247834107853	0.000830338350329899	0.0120320906285324
ENSMUSG00000062151	1963.46104034319	-0.584537133210519	0.174885976229773	-3.34238997209546	0.00083060277381332	0.0120320906285324
ENSMUSG00000016946	33.3514941729239	-0.511603885857482	0.15314173588791	-3.3407214753785	0.000835610043679503	0.0120643131953678
ENSMUSG00000038059	95.7229274097384	-0.420154344393369	0.125781926310242	-3.34033956004979	0.000836760128355132	0.0120660398311702
ENSMUSG00000029333	1124.73358171893	-0.32125937470453	0.096404491232027	-3.3324108721379	0.000860970430125143	0.0123998804013964
ENSMUSG00000030104	366.37692169439	-0.265460298372228	0.0796900658424918	-3.33115923002138	0.000864851167399555	0.0124404696794612
ENSMUSG00000052560	3.77019884154368	-1.4113815363313	0.424474489173649	-3.32500909319409	0.000884156513216168	0.0126869958495688
ENSMUSG00000078570	239.12439981043	0.470135709260117	0.141392159068758	3.32504795426098	0.000884033283591348	0.0126869958495688
ENSMUSG00000030606	20.4161976224404	0.583687581656524	0.175671635830969	3.32260571773891	0.000891808709473956	0.0127811360822895
ENSMUSG00000020994	1286.4038143354	-0.383739686167493	0.11557089308038	-3.32038349743131	0.000898938697899827	0.0128675711659035
ENSMUSG00000032673	17.5573610986715	-0.695859847329208	0.209621172622607	-3.31960669155307	0.000901443514879402	0.0128876704709682
ENSMUSG00000053552	60.8102724712967	0.608334022474057	0.18329152740454	3.31894240333003	0.000903590647306437	0.0129026132796476
ENSMUSG00000041354	417.185657692456	-0.369854096841677	0.111456535254294	-3.31837066348632	0.000905442436418958	0.0129133075371858
ENSMUSG00000024750	115.236881359444	0.269682071822644	0.0813266324432765	3.31603637972765	0.000913039423244021	0.0130058133902241
ENSMUSG00000032403	57.2151291135483	0.510640533657369	0.154014137402937	3.31554324991228	0.000914651865819834	0.0130129510290212
ENSMUSG00000060657	2572.92221304541	0.237910061656692	0.0717993316110237	3.31354145391744	0.000921224501147489	0.0130905554416698
ENSMUSG00000039065	66.885419449647	-0.377709226216905	0.114007525202967	-3.31302013217524	0.000922943361270795	0.0130990834146906
ENSMUSG00000029378	1.23583233328571	-2.88295801433656	0.87185601677746	-3.30669050721529	0.00094405132532239	0.0133824418501209
ENSMUSG00000054493	5.57273088742103	1.2023921752151	0.363718203651763	3.30583447059557	0.000946940111144506	0.0134071605337255
ENSMUSG00000045876	25.269330445686	0.688526741017383	0.208507266597902	3.30217144108067	0.000959394115990981	0.013567084183742
ENSMUSG00000026563	34.701350678246	-0.50318111634471	0.152469212186324	-3.30021457531898	0.000966109304880257	0.013615844789315
ENSMUSG00000032182	116.233579172934	0.351508883760293	0.106497147937925	3.30064129008583	0.000964641288263234	0.013615844789315
ENSMUSG00000034936	264.28152866631	-0.357056935938297	0.108194145306094	-3.30015025238326	0.000966330772902959	0.013615844789315
ENSMUSG00000013989	24.7808000070672	0.689756150210749	0.209049648737382	3.29948485623745	0.000968624535340573	0.0136317604378639
ENSMUSG00000018166	290.091383266912	-0.301867337034631	0.0915268491464687	-3.29812879881354	0.000973314771699175	0.0136813237236802
ENSMUSG00000025159	500.627045542683	0.225791750251354	0.0685756643095349	3.29259297047683	0.000992680715416852	0.0139368087491798
ENSMUSG00000024486	247.181044570572	-0.365199112477049	0.111071907655037	-3.2879521040664	0.00100919006950189	0.0141516245793983
ENSMUSG00000004552	0.943710021145106	3.13558253075017	0.954424579111587	3.28531200827716	0.00101869496362691	0.0142507757814904
ENSMUSG00000053846	82.0386315931257	0.520604207606692	0.158463436343538	3.28532701056702	0.00101864071896259	0.0142507757814904
ENSMUSG00000006342	181.604876513939	0.421949356325964	0.128455493699132	3.28479027385353	0.00102058309368134	0.0142601520810439
ENSMUSG00000037594	119.868305229982	0.314662232902815	0.0958148292691467	3.28406610232451	0.00102320920163016	0.0142798051750745
ENSMUSG00000036941	503.934731905917	0.199427869546486	0.0607401453741143	3.28329588805161	0.00102600913943032	0.0143018345399876
ENSMUSG00000028447	191.982772809574	-0.374758597937451	0.114246180743363	-3.28027243885982	0.00103706888837035	0.0144388104802954
ENSMUSG00000027737	43.279955383458	-0.707930100856302	0.215869664373069	-3.27943299913066	0.00104015906016057	0.0144646347214016
ENSMUSG00000054199	163.094095271298	0.330961887072811	0.100977416454039	3.27758323291477	0.00104699857530687	0.0145424748733904
ENSMUSG00000034254	1497.81135205904	0.278488457798865	0.0849822764659745	3.27701809577162	0.00104909645546767	0.0145543488116955
ENSMUSG00000009030	96.6825715876404	-0.388887463757671	0.11875085995245	-3.2748180847986	0.00105730034659848	0.0146508044477179
ENSMUSG00000035849	131.421918941241	-0.335002891132113	0.102345507548766	-3.27325448039318	0.00106316710235468	0.0147146851081216
ENSMUSG00000024863	1.48599528985227	2.54936756194601	0.77946995435551	3.27064250225515	0.00107303464708815	0.0148337221756259
ENSMUSG00000059824	213.602757542209	0.324403742608485	0.0992133651050324	3.26975848732734	0.00107639342527879	0.0148626068591856
ENSMUSG00000044534	39.2348716009187	0.539467760263298	0.16501254335328	3.26925304768096	0.00107831818936199	0.0148716462652998
ENSMUSG00000024053	63.2943986046784	-0.66252152494367	0.202756226500274	-3.26757671702267	0.00108472463369759	0.0149424008658413
ENSMUSG00000066361	0.767213382023023	2.91441265097724	0.892849417410233	3.26417041233076	0.00109785111370756	0.0151054508700375
ENSMUSG00000024712	150.481746259635	0.589543660162834	0.180805821071198	3.26064535240093	0.00111158977377123	0.015276531292356
ENSMUSG00000022052	815.581747057256	-0.279860693701134	0.0858428874879162	-3.26015004726546	0.00111353287675839	0.0152852947877655
ENSMUSG00000041907	56.2053298453406	0.383153796815277	0.117597294217596	3.25818548262097	0.00112127092027096	0.0153734908728954
ENSMUSG00000017009	205.130780114673	-0.368733064506915	0.113201185949242	-3.25732510145476	0.00112467542569805	0.0154021339877175
ENSMUSG00000020390	72.8596066894118	-0.374104238642582	0.114866846064774	-3.25685131488353	0.00112655426442576	0.0154098409838331
ENSMUSG00000004730	42.3152331981901	-0.420921273222486	0.129311173532426	-3.25510365209805	0.0011335098833127	0.0154868929098114
ENSMUSG00000042943	135.355779906683	-0.388028256042487	0.119246844224731	-3.25399182313968	0.00113795555203675	0.0155114337122215
ENSMUSG00000048612	17.5366424915321	0.682078440626162	0.209608775633758	3.25405479118838	0.00113770334318517	0.0155114337122215
ENSMUSG00000021322	1.00113587034047	-3.09976756276667	0.953213978176965	-3.25191156837106	0.00114631680805884	0.0156072366343732
ENSMUSG00000071379	165.322804072192	0.351074535477087	0.10797548661958	3.25142813862923	0.00114826799195623	0.0156156445038507
ENSMUSG00000052565	2.33439904684047	-2.1440170189142	0.659572390640091	-3.25061668641635	0.00115155001838196	0.015642110400504
ENSMUSG00000024697	5.40272041626888	1.18736634898041	0.365423899866515	3.24928487002121	0.00115695552578746	0.015697325899705
ENSMUSG00000004508	126.134270669581	0.3330381827773	0.102512927846715	3.24874325387802	0.00115916050946065	0.0157090398209198
ENSMUSG00000035674	77.4442699120971	-0.567956460736955	0.174990054019265	-3.24564995376496	0.00117182830968368	0.0158623556972095
ENSMUSG00000018340	802.932751579669	-0.210522341092509	0.0648968120340032	-3.2439550494746	0.00117882347822945	0.0159202354170572
ENSMUSG00000022339	155.366596430075	-0.488312451963023	0.150518902904982	-3.24419353674986	0.00117783687210639	0.0159202354170572
ENSMUSG00000045515	1109.10181011648	-0.299754123272516	0.0925073607144796	-3.24032726647229	0.00119392584115219	0.016105619440151
ENSMUSG00000041653	41.0026409440664	-0.502332351473119	0.155071198074515	-3.23936590231114	0.00119795782830664	0.0161414133620742
ENSMUSG00000028860	2.36410952363501	2.14764594249563	0.663579000391355	3.23645856970914	0.00121022792908016	0.0162723949682155
ENSMUSG00000051678	18.4237486098793	-0.686212514904614	0.212029296074914	-3.23640424982669	0.00121045828143443	0.0162723949682155
ENSMUSG00000039195	641.410089112425	0.494848713983998	0.152948249527058	3.23539965651229	0.00121472573116771	0.0163110362227554
ENSMUSG00000006587	23.9384732051505	0.646147883931608	0.199848245197907	3.23319268223615	0.00122414966364933	0.0164187496124513
ENSMUSG00000056216	101.65042751736	-0.363824053234205	0.112575670734756	-3.23181777074573	0.00123005472009995	0.0164790740476548
ENSMUSG00000027793	8.28163808069455	0.944895887647228	0.293058036602781	3.22426198783269	0.00126297796111433	0.0168973451569227
ENSMUSG00000063011	9.07626426462941	1.40837110983448	0.436840537728667	3.22399362741664	0.00126416212806083	0.0168973451569227
ENSMUSG00000047658	596.277267040703	0.399924147302068	0.1243135479555	3.21706003793913	0.00129511493848122	0.0172913350224362
ENSMUSG00000025764	593.150445312684	-0.19809292851102	0.0615863732161799	-3.21650583020494	0.00129761897023015	0.0173050347635818
ENSMUSG00000050064	175.136649044615	-0.353520514199491	0.109950183819939	-3.21527897377997	0.00130317807836198	0.0173404572404945
ENSMUSG00000055148	87.622805366652	-0.603749983442304	0.187776061257703	-3.21526598970313	0.00130323702892093	0.0173404572404945
ENSMUSG00000021143	2586.61630298673	-0.254979223068678	0.0793516882180473	-3.21328038249206	0.00131228114300797	0.0174212017046262
ENSMUSG00000070336	12.3066419059488	0.845750990478735	0.263190607332274	3.2134543061827	0.0013114866408225	0.0174212017046262
ENSMUSG00000032202	80.3035436078593	0.44062369583082	0.137173721336593	3.21215821468918	0.00131741801392209	0.0174301101977556
ENSMUSG00000043668	186.138816835501	0.394754537232343	0.122887531984654	3.21232374722636	0.00131665910205622	0.0174301101977556
ENSMUSG00000052234	0.794685046263605	-3.18235084458307	0.990618300268464	-3.21248945605046	0.00131589978605748	0.0174301101977556
ENSMUSG00000078929	2.86668336461504	-1.87276295538283	0.583082768577621	-3.21183038893649	0.00131892217785425	0.0174303157793402
ENSMUSG00000023915	1283.80977822877	0.199908903941676	0.0622659808235079	3.21056379900792	0.0013247485780885	0.0174875773402912
ENSMUSG00000022849	86.3172274026523	0.334743131222491	0.104325031353142	3.20865593693789	0.00133356971589617	0.0175841979768336
ENSMUSG00000031021	100.297307669978	-0.393816483529671	0.122798984171966	-3.20700115058098	0.00134126459390796	0.0176565228675982
ENSMUSG00000063019	348.617002785719	0.206074509099864	0.0642611605565558	3.20682831301341	0.00134207065950657	0.0176565228675982
ENSMUSG00000029716	53.8142366118582	0.439947642748015	0.137284791150665	3.20463497129256	0.00135233868130387	0.017771642670468
ENSMUSG00000036943	59.2077364097126	-0.577133770031603	0.180375324838198	-3.1996270584644	0.00137605518833626	0.0180630383410641
ENSMUSG00000030994	34.4395397937426	-0.499565896710125	0.156410584531844	-3.19393919666873	0.00140345673793001	0.0184020996018169
ENSMUSG00000020250	1014.23980752423	-0.195829391425797	0.0613362361905239	-3.19271940354324	0.00140939828626681	0.0184580315607454
ENSMUSG00000036712	749.254126460095	-0.445432466422395	0.139528287623964	-3.19241692138341	0.00141087524527006	0.0184580315607454
ENSMUSG00000055912	104.632429273465	0.532394606439966	0.166846977289488	3.19091550286965	0.00141822751094992	0.0185335110778042
ENSMUSG00000074732	122.882344066307	-0.702804597196086	0.22035647717622	-3.18939840662841	0.00142569241254417	0.0186102925958525
ENSMUSG00000022677	223.478145037523	-0.425397674720932	0.133439573249424	-3.18794240990102	0.00143289072020973	0.0186777698931428
ENSMUSG00000072647	90.6438478439189	-0.402588635717199	0.126294069998548	-3.18770814593137	0.00143405202271205	0.0186777698931428
ENSMUSG00000026078	167.748794784166	-0.323960723597524	0.101686714854895	-3.18587068192546	0.00144319090594354	0.0187550747144205
ENSMUSG00000026393	453.166129375879	-0.436467664129774	0.136997924650814	-3.18594362098741	0.0014428271125653	0.0187550747144205
ENSMUSG00000000296	259.142525743306	-0.358505803205642	0.112578230580177	-3.18450380111739	0.00145002406517015	0.0188229842340103
ENSMUSG00000037519	147.186890904334	-0.286494444350038	0.0900114135525817	-3.18286796132445	0.00145824096803093	0.0189086860406137
ENSMUSG00000055945	825.475970317965	-0.480363739254164	0.150984062589345	-3.18155261566039	0.00146487911542504	0.0189737495160528
ENSMUSG00000031584	54.2175261210021	0.38897544521586	0.122282950844797	3.18094585163841	0.00146795064416417	0.0189925238591363
ENSMUSG00000059554	110.91652985774	0.401044070346402	0.12612750965072	3.17967167874001	0.0014744200216144	0.0190551700144404
ENSMUSG00000040841	28.3014093613398	0.662871420352401	0.208540973026259	3.17861478602065	0.0014798061224205	0.0190826540610371
ENSMUSG00000042750	811.221841628812	-0.404280190944664	0.127182103179194	-3.17875063266607	0.00147911281140638	0.0190826540610371
ENSMUSG00000030406	17.0469917388119	-0.716942502340138	0.225645945626199	-3.17728953804388	0.00148658542487838	0.0191489865125423
ENSMUSG00000036371	1507.38444412387	-0.325177864059808	0.102381541401977	-3.17613760846863	0.00149250135240014	0.0192040641046739
ENSMUSG00000068184	78.957821248435	-0.520218529191958	0.163867388848543	-3.17463122374385	0.0015002703740931	0.0192828384305774
ENSMUSG00000035237	171.416082970788	-0.312792279094587	0.0986633264435407	-3.17029934393688	0.00152281968728811	0.019551201445676
ENSMUSG00000029422	236.203540795539	-0.54876757814704	0.1731576468953	-3.16917899952089	0.00152870216082746	0.0196052284787829
ENSMUSG00000026577	15.9424563728824	-0.724046044847472	0.228628313927443	-3.16691328562767	0.00154066251752607	0.0197154288718172
ENSMUSG00000028657	290.730556802736	0.261235245514198	0.08248814346278	3.16694296353114	0.00154050529693912	0.0197154288718172
ENSMUSG00000073437	27.2310992108482	0.57895231409269	0.18287194164762	3.16588924947429	0.0015460964748594	0.0197633664018872
ENSMUSG00000041977	120.942407265412	-0.331162078563049	0.104642466755935	-3.16470061180269	0.00155242600683464	0.0198226348026465
ENSMUSG00000024521	19.3059838934613	-0.765134891748281	0.241892480639743	-3.16311978662874	0.00156088092212051	0.0199088831341057
ENSMUSG00000041460	34.0768081576494	-0.460309756214603	0.14555438182291	-3.16245894111688	0.00156442795208921	0.0199324122861943
ENSMUSG00000040136	471.955968752584	0.503050071298628	0.159180283064219	3.16025365462932	0.00157631841157436	0.0200620785664393
ENSMUSG00000045625	14.5821651413631	0.752577572256985	0.23820923613321	3.15931315037731	0.00158141468500547	0.0200783836462733
ENSMUSG00000048400	2.53422881969695	2.04201140703184	0.646276459920194	3.15965617451702	0.00157955419881158	0.0200783836462733
ENSMUSG00000073940	21.8233373088231	-0.702935091468929	0.222513419342655	-3.15906830943287	0.00158274388124607	0.0200783836462733
ENSMUSG00000021591	120.477219207997	0.402074658577175	0.127309295860562	3.15825058853168	0.00158719059447012	0.0201130028903146
ENSMUSG00000039103	335.640240853977	-0.717641026619079	0.227325980746024	-3.15688081170472	0.00159466512923762	0.0201858745926955
ENSMUSG00000058503	67.0819375802794	-0.610336061152286	0.193384065269083	-3.15608248437138	0.00159903633720509	0.0202193482422617
ENSMUSG00000039607	36.2828340167573	-0.514893320881492	0.16324728876086	-3.15406966198229	0.00161010647102319	0.0203373642602055
ENSMUSG00000027208	2.07021514534346	-1.91917414512061	0.608814227889337	-3.15231487242682	0.00161981498543635	0.020415945817518
ENSMUSG00000030605	1948.36335517592	0.281063193748165	0.0891568197447391	3.15245871883794	0.00161901712090701	0.020415945817518
ENSMUSG00000051341	35.4128522894107	-0.604769837540148	0.191873428916823	-3.15192072687832	0.00162200302430153	0.0204215413027383
ENSMUSG00000015120	35.1215986876992	-0.627601736281956	0.199172064623425	-3.15105302276484	0.00162682954057954	0.0204439445192534
ENSMUSG00000021700	1431.07292544821	-0.347809323366631	0.110381556946487	-3.15097316062726	0.00162727442923769	0.0204439445192534
ENSMUSG00000021414	5.45714261624312	-1.15912122718147	0.368064583814928	-3.14923325457552	0.00163699477374634	0.0205108953441486
ENSMUSG00000021773	35.4978804846492	0.45687004802566	0.145074637621244	3.14920688768799	0.00163714248795153	0.0205108953441486
ENSMUSG00000051391	541.095508778644	0.486573727705895	0.154526300940169	3.1488084859696	0.00163937593206471	0.0205108953441486
ENSMUSG00000071291	17.1332118720132	0.758737647345603	0.24096343788773	3.14876669255988	0.00163961038877129	0.0205108953441486
